RANK #1,	Token ID: 1,	 score: 55,	type:Witch of Woe,	skills: {"will":9,"wisdom":9,"wonder":9,"woe":10,"wit":9,"wiles":9}
RANK #8914,	Token ID: 829,	 score: 21,	type:occultist,	skills: {"will":1,"wit":3,"wiles":5,"wisdom":4,"wonder":2,"woe":6}
RANK #8915,	Token ID: 878,	 score: 21,	type:necromancer,	skills: {"will":6,"wit":7,"wiles":2,"wisdom":1,"wonder":2,"woe":3}
RANK #8916,	Token ID: 879,	 score: 21,	type:seer,	skills: {"will":6,"wit":1,"wiles":1,"wisdom":3,"wonder":3,"woe":7}
RANK #8917,	Token ID: 903,	 score: 21,	type:necromancer,	skills: {"will":3,"wit":8,"wiles":2,"wisdom":1,"wonder":0,"woe":7}
RANK #8918,	Token ID: 924,	 score: 21,	type:hag,	skills: {"will":1,"wit":1,"wiles":2,"wisdom":3,"wonder":9,"woe":5}
RANK #8919,	Token ID: 952,	 score: 21,	type:enchantress,	skills: {"will":5,"wit":8,"wiles":3,"wisdom":0,"wonder":4,"woe":1}
RANK #8920,	Token ID: 981,	 score: 21,	type:necromancer,	skills: {"will":3,"wit":2,"wiles":0,"wisdom":9,"wonder":1,"woe":6}
RANK #8921,	Token ID: 1116,	 score: 21,	type:necromancer,	skills: {"will":6,"wit":2,"wiles":1,"wisdom":2,"wonder":1,"woe":9}
RANK #8922,	Token ID: 1118,	 score: 21,	type:enchantress,	skills: {"will":5,"wit":4,"wiles":8,"wisdom":4,"wonder":0,"woe":0}
RANK #8923,	Token ID: 1124,	 score: 21,	type:mage,	skills: {"will":4,"wit":5,"wiles":1,"wisdom":6,"wonder":3,"woe":2}
RANK #8924,	Token ID: 1254,	 score: 21,	type:mage,	skills: {"will":2,"wit":1,"wiles":2,"wisdom":3,"wonder":7,"woe":6}
RANK #8925,	Token ID: 1282,	 score: 21,	type:necromancer,	skills: {"will":5,"wit":2,"wiles":4,"wisdom":1,"wonder":0,"woe":9}
RANK #8926,	Token ID: 1342,	 score: 21,	type:necromancer,	skills: {"will":8,"wit":3,"wiles":0,"wisdom":2,"wonder":3,"woe":5}
RANK #8927,	Token ID: 1343,	 score: 21,	type:mage,	skills: {"will":1,"wit":6,"wiles":1,"wisdom":2,"wonder":2,"woe":9}
RANK #8928,	Token ID: 1495,	 score: 21,	type:necromancer,	skills: {"will":3,"wit":0,"wiles":1,"wisdom":5,"wonder":3,"woe":9}
RANK #8929,	Token ID: 1521,	 score: 21,	type:enchantress,	skills: {"will":5,"wit":8,"wiles":2,"wisdom":0,"wonder":1,"woe":5}
RANK #8930,	Token ID: 1567,	 score: 21,	type:mage,	skills: {"will":3,"wit":3,"wiles":0,"wisdom":7,"wonder":3,"woe":5}
RANK #8931,	Token ID: 1590,	 score: 21,	type:necromancer,	skills: {"will":4,"wit":4,"wiles":1,"wisdom":5,"wonder":0,"woe":7}
RANK #8932,	Token ID: 1595,	 score: 21,	type:hag,	skills: {"will":2,"wit":2,"wiles":1,"wisdom":3,"wonder":9,"woe":4}
RANK #8933,	Token ID: 1642,	 score: 21,	type:occultist,	skills: {"will":0,"wit":2,"wiles":3,"wisdom":3,"wonder":4,"woe":9}
RANK #8934,	Token ID: 1705,	 score: 21,	type:hag,	skills: {"will":0,"wit":1,"wiles":4,"wisdom":4,"wonder":7,"woe":5}
RANK #8935,	Token ID: 1741,	 score: 21,	type:necromancer,	skills: {"will":5,"wit":0,"wiles":5,"wisdom":2,"wonder":0,"woe":9}
RANK #8936,	Token ID: 1793,	 score: 21,	type:enchantress,	skills: {"will":4,"wit":5,"wiles":2,"wisdom":2,"wonder":4,"woe":4}
RANK #8937,	Token ID: 1800,	 score: 21,	type:hag,	skills: {"will":4,"wit":5,"wiles":0,"wisdom":7,"wonder":5,"woe":0}
RANK #8938,	Token ID: 1838,	 score: 21,	type:mage,	skills: {"will":2,"wit":5,"wiles":3,"wisdom":5,"wonder":2,"woe":4}
RANK #8939,	Token ID: 1844,	 score: 21,	type:occultist,	skills: {"will":0,"wit":2,"wiles":5,"wisdom":6,"wonder":4,"woe":4}
RANK #8940,	Token ID: 1863,	 score: 21,	type:occultist,	skills: {"will":0,"wit":7,"wiles":8,"wisdom":0,"wonder":2,"woe":4}
RANK #8941,	Token ID: 1875,	 score: 21,	type:hag,	skills: {"will":1,"wit":3,"wiles":4,"wisdom":3,"wonder":3,"woe":7}
RANK #8942,	Token ID: 1931,	 score: 21,	type:mage,	skills: {"will":3,"wit":0,"wiles":0,"wisdom":6,"wonder":9,"woe":3}
RANK #8943,	Token ID: 2040,	 score: 21,	type:occultist,	skills: {"will":0,"wit":3,"wiles":8,"wisdom":3,"wonder":1,"woe":6}
RANK #8944,	Token ID: 2041,	 score: 21,	type:mage,	skills: {"will":3,"wit":0,"wiles":0,"wisdom":2,"wonder":9,"woe":7}
RANK #8945,	Token ID: 2064,	 score: 21,	type:occultist,	skills: {"will":0,"wit":7,"wiles":5,"wisdom":5,"wonder":1,"woe":3}
RANK #8946,	Token ID: 2082,	 score: 21,	type:seer,	skills: {"will":3,"wit":1,"wiles":4,"wisdom":6,"wonder":4,"woe":3}
RANK #8947,	Token ID: 2117,	 score: 21,	type:necromancer,	skills: {"will":3,"wit":3,"wiles":2,"wisdom":2,"wonder":2,"woe":9}
RANK #8948,	Token ID: 2131,	 score: 21,	type:enchantress,	skills: {"will":2,"wit":5,"wiles":2,"wisdom":6,"wonder":4,"woe":2}
RANK #8949,	Token ID: 2137,	 score: 21,	type:necromancer,	skills: {"will":9,"wit":5,"wiles":0,"wisdom":1,"wonder":3,"woe":3}
RANK #8950,	Token ID: 2155,	 score: 21,	type:enchantress,	skills: {"will":9,"wit":5,"wiles":2,"wisdom":0,"wonder":5,"woe":0}
RANK #8951,	Token ID: 2231,	 score: 21,	type:hag,	skills: {"will":4,"wit":1,"wiles":1,"wisdom":9,"wonder":6,"woe":0}
RANK #8952,	Token ID: 2258,	 score: 21,	type:occultist,	skills: {"will":4,"wit":6,"wiles":3,"wisdom":3,"wonder":2,"woe":3}
RANK #8953,	Token ID: 2281,	 score: 21,	type:mage,	skills: {"will":8,"wit":0,"wiles":3,"wisdom":1,"wonder":2,"woe":7}
RANK #8954,	Token ID: 2344,	 score: 21,	type:occultist,	skills: {"will":2,"wit":4,"wiles":6,"wisdom":3,"wonder":1,"woe":5}
RANK #8955,	Token ID: 2364,	 score: 21,	type:mage,	skills: {"will":6,"wit":5,"wiles":2,"wisdom":0,"wonder":4,"woe":4}
RANK #8956,	Token ID: 2407,	 score: 21,	type:enchantress,	skills: {"will":7,"wit":3,"wiles":3,"wisdom":0,"wonder":7,"woe":1}
RANK #8957,	Token ID: 2543,	 score: 21,	type:enchantress,	skills: {"will":9,"wit":3,"wiles":3,"wisdom":4,"wonder":0,"woe":2}
RANK #8958,	Token ID: 2578,	 score: 21,	type:mage,	skills: {"will":2,"wit":2,"wiles":6,"wisdom":5,"wonder":4,"woe":2}
RANK #8959,	Token ID: 2590,	 score: 21,	type:enchantress,	skills: {"will":3,"wit":6,"wiles":5,"wisdom":4,"wonder":2,"woe":1}
RANK #8960,	Token ID: 2617,	 score: 21,	type:mage,	skills: {"will":5,"wit":1,"wiles":6,"wisdom":1,"wonder":6,"woe":2}
RANK #8961,	Token ID: 2636,	 score: 21,	type:occultist,	skills: {"will":2,"wit":2,"wiles":6,"wisdom":2,"wonder":3,"woe":6}
RANK #8962,	Token ID: 2660,	 score: 21,	type:seer,	skills: {"will":6,"wit":2,"wiles":1,"wisdom":3,"wonder":3,"woe":6}
RANK #8963,	Token ID: 2781,	 score: 21,	type:occultist,	skills: {"will":7,"wit":3,"wiles":4,"wisdom":1,"wonder":0,"woe":6}
RANK #8964,	Token ID: 2981,	 score: 21,	type:occultist,	skills: {"will":3,"wit":3,"wiles":3,"wisdom":4,"wonder":1,"woe":7}
RANK #8965,	Token ID: 3032,	 score: 21,	type:necromancer,	skills: {"will":5,"wit":0,"wiles":2,"wisdom":8,"wonder":0,"woe":6}
RANK #8966,	Token ID: 3041,	 score: 21,	type:necromancer,	skills: {"will":4,"wit":4,"wiles":2,"wisdom":6,"wonder":0,"woe":5}
RANK #8967,	Token ID: 3109,	 score: 21,	type:necromancer,	skills: {"will":4,"wit":3,"wiles":0,"wisdom":8,"wonder":1,"woe":5}
RANK #8968,	Token ID: 3124,	 score: 21,	type:hag,	skills: {"will":0,"wit":5,"wiles":0,"wisdom":4,"wonder":8,"woe":4}
RANK #8969,	Token ID: 3144,	 score: 21,	type:necromancer,	skills: {"will":7,"wit":3,"wiles":1,"wisdom":6,"wonder":1,"woe":3}
RANK #8970,	Token ID: 3156,	 score: 21,	type:seer,	skills: {"will":7,"wit":0,"wiles":0,"wisdom":8,"wonder":3,"woe":3}
RANK #8971,	Token ID: 3279,	 score: 21,	type:mage,	skills: {"will":6,"wit":5,"wiles":2,"wisdom":1,"wonder":2,"woe":5}
RANK #8972,	Token ID: 3366,	 score: 21,	type:seer,	skills: {"will":4,"wit":1,"wiles":2,"wisdom":4,"wonder":3,"woe":7}
RANK #8973,	Token ID: 3376,	 score: 21,	type:occultist,	skills: {"will":5,"wit":1,"wiles":8,"wisdom":2,"wonder":0,"woe":5}
RANK #8974,	Token ID: 3397,	 score: 21,	type:occultist,	skills: {"will":1,"wit":1,"wiles":4,"wisdom":2,"wonder":4,"woe":9}
RANK #8975,	Token ID: 3407,	 score: 21,	type:necromancer,	skills: {"will":9,"wit":2,"wiles":0,"wisdom":2,"wonder":5,"woe":3}
RANK #8976,	Token ID: 3423,	 score: 21,	type:occultist,	skills: {"will":1,"wit":6,"wiles":5,"wisdom":0,"wonder":0,"woe":9}
RANK #8977,	Token ID: 3448,	 score: 21,	type:occultist,	skills: {"will":7,"wit":2,"wiles":3,"wisdom":3,"wonder":2,"woe":4}
RANK #8978,	Token ID: 3461,	 score: 21,	type:occultist,	skills: {"will":2,"wit":5,"wiles":4,"wisdom":0,"wonder":1,"woe":9}
RANK #8979,	Token ID: 3581,	 score: 21,	type:occultist,	skills: {"will":0,"wit":1,"wiles":9,"wisdom":5,"wonder":0,"woe":6}
RANK #8980,	Token ID: 3600,	 score: 21,	type:occultist,	skills: {"will":2,"wit":7,"wiles":6,"wisdom":1,"wonder":0,"woe":5}
RANK #8981,	Token ID: 3610,	 score: 21,	type:mage,	skills: {"will":0,"wit":6,"wiles":0,"wisdom":2,"wonder":6,"woe":7}
RANK #8982,	Token ID: 3624,	 score: 21,	type:seer,	skills: {"will":3,"wit":8,"wiles":2,"wisdom":3,"wonder":3,"woe":2}
RANK #8983,	Token ID: 3637,	 score: 21,	type:enchantress,	skills: {"will":8,"wit":4,"wiles":2,"wisdom":0,"wonder":1,"woe":6}
RANK #8984,	Token ID: 3706,	 score: 21,	type:mage,	skills: {"will":5,"wit":5,"wiles":2,"wisdom":0,"wonder":3,"woe":6}
RANK #8985,	Token ID: 3726,	 score: 21,	type:seer,	skills: {"will":7,"wit":1,"wiles":3,"wisdom":3,"wonder":7,"woe":0}
RANK #8986,	Token ID: 3747,	 score: 21,	type:occultist,	skills: {"will":0,"wit":1,"wiles":5,"wisdom":7,"wonder":4,"woe":4}
RANK #8987,	Token ID: 3803,	 score: 21,	type:seer,	skills: {"will":9,"wit":0,"wiles":2,"wisdom":6,"wonder":2,"woe":2}
RANK #8988,	Token ID: 3836,	 score: 21,	type:mage,	skills: {"will":7,"wit":3,"wiles":2,"wisdom":1,"wonder":4,"woe":4}
RANK #8989,	Token ID: 3957,	 score: 21,	type:mage,	skills: {"will":7,"wit":0,"wiles":2,"wisdom":7,"wonder":3,"woe":2}
RANK #8990,	Token ID: 3982,	 score: 21,	type:hag,	skills: {"will":3,"wit":3,"wiles":1,"wisdom":7,"wonder":3,"woe":4}
RANK #8991,	Token ID: 3986,	 score: 21,	type:occultist,	skills: {"will":1,"wit":1,"wiles":3,"wisdom":1,"wonder":7,"woe":8}
RANK #8992,	Token ID: 3999,	 score: 21,	type:hag,	skills: {"will":1,"wit":4,"wiles":8,"wisdom":3,"wonder":4,"woe":1}
RANK #8993,	Token ID: 4000,	 score: 21,	type:mage,	skills: {"will":0,"wit":3,"wiles":6,"wisdom":0,"wonder":9,"woe":3}
RANK #8994,	Token ID: 4001,	 score: 21,	type:mage,	skills: {"will":1,"wit":5,"wiles":5,"wisdom":2,"wonder":2,"woe":6}
RANK #8995,	Token ID: 4018,	 score: 21,	type:hag,	skills: {"will":2,"wit":1,"wiles":0,"wisdom":4,"wonder":9,"woe":5}
RANK #8996,	Token ID: 4047,	 score: 21,	type:occultist,	skills: {"will":2,"wit":7,"wiles":4,"wisdom":3,"wonder":0,"woe":5}
RANK #8997,	Token ID: 4065,	 score: 21,	type:occultist,	skills: {"will":1,"wit":1,"wiles":9,"wisdom":2,"wonder":5,"woe":3}
RANK #8998,	Token ID: 4132,	 score: 21,	type:necromancer,	skills: {"will":6,"wit":0,"wiles":7,"wisdom":2,"wonder":3,"woe":3}
RANK #8999,	Token ID: 4159,	 score: 21,	type:necromancer,	skills: {"will":7,"wit":2,"wiles":0,"wisdom":6,"wonder":3,"woe":3}
RANK #9000,	Token ID: 4255,	 score: 21,	type:occultist,	skills: {"will":6,"wit":3,"wiles":5,"wisdom":2,"wonder":1,"woe":4}
RANK #9001,	Token ID: 4457,	 score: 21,	type:mage,	skills: {"will":0,"wit":5,"wiles":4,"wisdom":0,"wonder":3,"woe":9}
RANK #9002,	Token ID: 4474,	 score: 21,	type:mage,	skills: {"will":0,"wit":8,"wiles":0,"wisdom":2,"wonder":8,"woe":3}
RANK #9003,	Token ID: 4551,	 score: 21,	type:occultist,	skills: {"will":5,"wit":6,"wiles":3,"wisdom":3,"wonder":0,"woe":4}
RANK #9004,	Token ID: 4567,	 score: 21,	type:enchantress,	skills: {"will":7,"wit":5,"wiles":5,"wisdom":1,"wonder":2,"woe":1}
RANK #9005,	Token ID: 4625,	 score: 21,	type:hag,	skills: {"will":0,"wit":1,"wiles":0,"wisdom":9,"wonder":3,"woe":8}
RANK #9006,	Token ID: 4640,	 score: 21,	type:enchantress,	skills: {"will":7,"wit":3,"wiles":7,"wisdom":3,"wonder":0,"woe":1}
RANK #9007,	Token ID: 4713,	 score: 21,	type:mage,	skills: {"will":5,"wit":4,"wiles":0,"wisdom":5,"wonder":5,"woe":2}
RANK #9008,	Token ID: 4770,	 score: 21,	type:necromancer,	skills: {"will":8,"wit":1,"wiles":3,"wisdom":2,"wonder":3,"woe":4}
RANK #9009,	Token ID: 4847,	 score: 21,	type:hag,	skills: {"will":5,"wit":2,"wiles":0,"wisdom":4,"wonder":9,"woe":1}
RANK #9010,	Token ID: 4925,	 score: 21,	type:occultist,	skills: {"will":3,"wit":3,"wiles":7,"wisdom":0,"wonder":2,"woe":6}
RANK #9011,	Token ID: 4949,	 score: 21,	type:hag,	skills: {"will":0,"wit":3,"wiles":5,"wisdom":4,"wonder":5,"woe":4}
RANK #9012,	Token ID: 4977,	 score: 21,	type:hag,	skills: {"will":0,"wit":4,"wiles":1,"wisdom":4,"wonder":6,"woe":6}
RANK #9013,	Token ID: 5084,	 score: 21,	type:enchantress,	skills: {"will":3,"wit":9,"wiles":7,"wisdom":2,"wonder":0,"woe":0}
RANK #9014,	Token ID: 5087,	 score: 21,	type:necromancer,	skills: {"will":6,"wit":7,"wiles":2,"wisdom":2,"wonder":1,"woe":3}
RANK #9015,	Token ID: 5132,	 score: 21,	type:enchantress,	skills: {"will":3,"wit":9,"wiles":3,"wisdom":1,"wonder":0,"woe":5}
RANK #9016,	Token ID: 5170,	 score: 21,	type:enchantress,	skills: {"will":2,"wit":6,"wiles":2,"wisdom":1,"wonder":7,"woe":3}
RANK #9017,	Token ID: 5206,	 score: 21,	type:hag,	skills: {"will":2,"wit":8,"wiles":3,"wisdom":5,"wonder":3,"woe":0}
RANK #9018,	Token ID: 5228,	 score: 21,	type:occultist,	skills: {"will":0,"wit":7,"wiles":5,"wisdom":3,"wonder":3,"woe":3}
RANK #9019,	Token ID: 5237,	 score: 21,	type:necromancer,	skills: {"will":3,"wit":2,"wiles":5,"wisdom":1,"wonder":1,"woe":9}
RANK #9020,	Token ID: 5377,	 score: 21,	type:enchantress,	skills: {"will":4,"wit":4,"wiles":4,"wisdom":0,"wonder":7,"woe":2}
RANK #9021,	Token ID: 5472,	 score: 21,	type:mage,	skills: {"will":0,"wit":2,"wiles":0,"wisdom":2,"wonder":8,"woe":9}
RANK #9022,	Token ID: 5480,	 score: 21,	type:necromancer,	skills: {"will":3,"wit":1,"wiles":8,"wisdom":2,"wonder":3,"woe":4}
RANK #9023,	Token ID: 5517,	 score: 21,	type:enchantress,	skills: {"will":3,"wit":3,"wiles":5,"wisdom":4,"wonder":0,"woe":6}
RANK #9024,	Token ID: 5550,	 score: 21,	type:occultist,	skills: {"will":0,"wit":1,"wiles":6,"wisdom":4,"wonder":4,"woe":6}
RANK #9025,	Token ID: 5628,	 score: 21,	type:hag,	skills: {"will":2,"wit":4,"wiles":6,"wisdom":6,"wonder":3,"woe":0}
RANK #9026,	Token ID: 5667,	 score: 21,	type:necromancer,	skills: {"will":3,"wit":3,"wiles":0,"wisdom":6,"wonder":0,"woe":9}
RANK #9027,	Token ID: 5712,	 score: 21,	type:enchantress,	skills: {"will":3,"wit":6,"wiles":2,"wisdom":2,"wonder":5,"woe":3}
RANK #9028,	Token ID: 5793,	 score: 21,	type:hag,	skills: {"will":4,"wit":1,"wiles":3,"wisdom":7,"wonder":6,"woe":0}
RANK #9029,	Token ID: 5865,	 score: 21,	type:mage,	skills: {"will":1,"wit":4,"wiles":2,"wisdom":8,"wonder":3,"woe":3}
RANK #9030,	Token ID: 5891,	 score: 21,	type:enchantress,	skills: {"will":9,"wit":5,"wiles":4,"wisdom":0,"wonder":2,"woe":1}
RANK #9031,	Token ID: 5924,	 score: 21,	type:seer,	skills: {"will":5,"wit":3,"wiles":5,"wisdom":3,"wonder":2,"woe":3}
RANK #9032,	Token ID: 5931,	 score: 21,	type:enchantress,	skills: {"will":9,"wit":4,"wiles":5,"wisdom":0,"wonder":3,"woe":0}
RANK #9033,	Token ID: 5993,	 score: 21,	type:occultist,	skills: {"will":1,"wit":8,"wiles":9,"wisdom":0,"wonder":0,"woe":3}
RANK #9034,	Token ID: 6007,	 score: 21,	type:mage,	skills: {"will":1,"wit":1,"wiles":3,"wisdom":2,"wonder":5,"woe":9}
RANK #9035,	Token ID: 6021,	 score: 21,	type:mage,	skills: {"will":7,"wit":0,"wiles":0,"wisdom":0,"wonder":7,"woe":7}
RANK #9036,	Token ID: 6068,	 score: 21,	type:mage,	skills: {"will":3,"wit":1,"wiles":3,"wisdom":3,"wonder":9,"woe":2}
RANK #9037,	Token ID: 6119,	 score: 21,	type:occultist,	skills: {"will":1,"wit":2,"wiles":4,"wisdom":4,"wonder":1,"woe":9}
RANK #9038,	Token ID: 6146,	 score: 21,	type:hag,	skills: {"will":0,"wit":7,"wiles":0,"wisdom":8,"wonder":5,"woe":1}
RANK #9039,	Token ID: 6160,	 score: 21,	type:mage,	skills: {"will":5,"wit":4,"wiles":1,"wisdom":3,"wonder":5,"woe":3}
RANK #9040,	Token ID: 6203,	 score: 21,	type:mage,	skills: {"will":3,"wit":3,"wiles":3,"wisdom":5,"wonder":4,"woe":3}
RANK #9041,	Token ID: 6215,	 score: 21,	type:necromancer,	skills: {"will":4,"wit":5,"wiles":6,"wisdom":1,"wonder":2,"woe":3}
RANK #9042,	Token ID: 6225,	 score: 21,	type:seer,	skills: {"will":9,"wit":0,"wiles":0,"wisdom":5,"wonder":3,"woe":4}
RANK #9043,	Token ID: 6234,	 score: 21,	type:hag,	skills: {"will":3,"wit":6,"wiles":5,"wisdom":4,"wonder":3,"woe":0}
RANK #9044,	Token ID: 6259,	 score: 21,	type:enchantress,	skills: {"will":8,"wit":8,"wiles":4,"wisdom":0,"wonder":0,"woe":1}
RANK #9045,	Token ID: 6336,	 score: 21,	type:mage,	skills: {"will":8,"wit":3,"wiles":4,"wisdom":0,"wonder":2,"woe":4}
RANK #9046,	Token ID: 6340,	 score: 21,	type:mage,	skills: {"will":4,"wit":8,"wiles":1,"wisdom":0,"wonder":4,"woe":4}
RANK #9047,	Token ID: 6554,	 score: 21,	type:mage,	skills: {"will":7,"wit":1,"wiles":1,"wisdom":1,"wonder":7,"woe":4}
RANK #9048,	Token ID: 6579,	 score: 21,	type:necromancer,	skills: {"will":6,"wit":1,"wiles":0,"wisdom":8,"wonder":1,"woe":5}
RANK #9049,	Token ID: 6602,	 score: 21,	type:mage,	skills: {"will":7,"wit":3,"wiles":1,"wisdom":2,"wonder":3,"woe":5}
RANK #9050,	Token ID: 6609,	 score: 21,	type:mage,	skills: {"will":0,"wit":7,"wiles":0,"wisdom":3,"wonder":9,"woe":2}
RANK #9051,	Token ID: 6671,	 score: 21,	type:occultist,	skills: {"will":1,"wit":4,"wiles":6,"wisdom":5,"wonder":1,"woe":4}
RANK #9052,	Token ID: 6698,	 score: 21,	type:mage,	skills: {"will":0,"wit":4,"wiles":5,"wisdom":0,"wonder":8,"woe":4}
RANK #9053,	Token ID: 6701,	 score: 21,	type:hag,	skills: {"will":0,"wit":2,"wiles":2,"wisdom":9,"wonder":3,"woe":5}
RANK #9054,	Token ID: 6783,	 score: 21,	type:occultist,	skills: {"will":2,"wit":4,"wiles":4,"wisdom":3,"wonder":5,"woe":3}
RANK #9055,	Token ID: 6822,	 score: 21,	type:occultist,	skills: {"will":4,"wit":4,"wiles":4,"wisdom":4,"wonder":1,"woe":4}
RANK #9056,	Token ID: 6823,	 score: 21,	type:necromancer,	skills: {"will":3,"wit":6,"wiles":2,"wisdom":2,"wonder":5,"woe":3}
RANK #9057,	Token ID: 6866,	 score: 21,	type:occultist,	skills: {"will":3,"wit":2,"wiles":3,"wisdom":4,"wonder":6,"woe":3}
RANK #9058,	Token ID: 6881,	 score: 21,	type:mage,	skills: {"will":4,"wit":1,"wiles":0,"wisdom":2,"wonder":7,"woe":7}
RANK #9059,	Token ID: 6887,	 score: 21,	type:necromancer,	skills: {"will":6,"wit":2,"wiles":4,"wisdom":1,"wonder":1,"woe":7}
RANK #9060,	Token ID: 6913,	 score: 21,	type:necromancer,	skills: {"will":3,"wit":6,"wiles":2,"wisdom":4,"wonder":3,"woe":3}
RANK #9061,	Token ID: 6925,	 score: 21,	type:hag,	skills: {"will":0,"wit":2,"wiles":8,"wisdom":3,"wonder":7,"woe":1}
RANK #9062,	Token ID: 6963,	 score: 21,	type:enchantress,	skills: {"will":7,"wit":4,"wiles":6,"wisdom":1,"wonder":3,"woe":0}
RANK #9063,	Token ID: 7013,	 score: 21,	type:mage,	skills: {"will":1,"wit":1,"wiles":7,"wisdom":0,"wonder":6,"woe":6}
RANK #9064,	Token ID: 7290,	 score: 21,	type:occultist,	skills: {"will":4,"wit":5,"wiles":4,"wisdom":1,"wonder":0,"woe":7}
RANK #9065,	Token ID: 7393,	 score: 21,	type:mage,	skills: {"will":5,"wit":1,"wiles":4,"wisdom":2,"wonder":4,"woe":5}
RANK #9066,	Token ID: 7404,	 score: 21,	type:hag,	skills: {"will":7,"wit":2,"wiles":1,"wisdom":6,"wonder":3,"woe":2}
RANK #9067,	Token ID: 7496,	 score: 21,	type:mage,	skills: {"will":6,"wit":1,"wiles":2,"wisdom":1,"wonder":3,"woe":8}
RANK #9068,	Token ID: 7534,	 score: 21,	type:occultist,	skills: {"will":0,"wit":3,"wiles":4,"wisdom":8,"wonder":1,"woe":5}
RANK #9069,	Token ID: 7540,	 score: 21,	type:enchantress,	skills: {"will":2,"wit":8,"wiles":9,"wisdom":0,"wonder":0,"woe":2}
RANK #9070,	Token ID: 7596,	 score: 21,	type:necromancer,	skills: {"will":3,"wit":2,"wiles":1,"wisdom":3,"wonder":4,"woe":8}
RANK #9071,	Token ID: 7633,	 score: 21,	type:hag,	skills: {"will":1,"wit":2,"wiles":0,"wisdom":9,"wonder":4,"woe":5}
RANK #9072,	Token ID: 7701,	 score: 21,	type:mage,	skills: {"will":3,"wit":0,"wiles":3,"wisdom":6,"wonder":2,"woe":7}
RANK #9073,	Token ID: 7819,	 score: 21,	type:seer,	skills: {"will":3,"wit":0,"wiles":4,"wisdom":3,"wonder":8,"woe":3}
RANK #9074,	Token ID: 7842,	 score: 21,	type:mage,	skills: {"will":6,"wit":0,"wiles":0,"wisdom":1,"wonder":8,"woe":6}
RANK #9075,	Token ID: 7860,	 score: 21,	type:hag,	skills: {"will":3,"wit":7,"wiles":0,"wisdom":5,"wonder":5,"woe":1}
RANK #9076,	Token ID: 7865,	 score: 21,	type:mage,	skills: {"will":1,"wit":5,"wiles":0,"wisdom":7,"wonder":6,"woe":2}
RANK #9077,	Token ID: 8005,	 score: 21,	type:hag,	skills: {"will":3,"wit":1,"wiles":8,"wisdom":3,"wonder":3,"woe":3}
RANK #9078,	Token ID: 8094,	 score: 21,	type:seer,	skills: {"will":4,"wit":0,"wiles":2,"wisdom":3,"wonder":7,"woe":5}
RANK #9079,	Token ID: 8153,	 score: 21,	type:enchantress,	skills: {"will":8,"wit":4,"wiles":4,"wisdom":4,"wonder":1,"woe":0}
RANK #9080,	Token ID: 8199,	 score: 21,	type:hag,	skills: {"will":2,"wit":2,"wiles":4,"wisdom":4,"wonder":5,"woe":4}
RANK #9081,	Token ID: 8204,	 score: 21,	type:enchantress,	skills: {"will":5,"wit":3,"wiles":3,"wisdom":0,"wonder":3,"woe":7}
RANK #9082,	Token ID: 8218,	 score: 21,	type:mage,	skills: {"will":1,"wit":8,"wiles":0,"wisdom":0,"wonder":3,"woe":9}
RANK #9083,	Token ID: 8316,	 score: 21,	type:mage,	skills: {"will":0,"wit":2,"wiles":0,"wisdom":7,"wonder":4,"woe":8}
RANK #9084,	Token ID: 8326,	 score: 21,	type:enchantress,	skills: {"will":3,"wit":3,"wiles":4,"wisdom":8,"wonder":2,"woe":1}
RANK #9085,	Token ID: 8342,	 score: 21,	type:occultist,	skills: {"will":8,"wit":1,"wiles":4,"wisdom":1,"wonder":3,"woe":4}
RANK #9086,	Token ID: 8350,	 score: 21,	type:mage,	skills: {"will":1,"wit":2,"wiles":2,"wisdom":0,"wonder":8,"woe":8}
RANK #9087,	Token ID: 8489,	 score: 21,	type:occultist,	skills: {"will":3,"wit":1,"wiles":8,"wisdom":1,"wonder":5,"woe":3}
RANK #9088,	Token ID: 8574,	 score: 21,	type:seer,	skills: {"will":3,"wit":0,"wiles":6,"wisdom":9,"wonder":1,"woe":2}
RANK #9089,	Token ID: 8638,	 score: 21,	type:hag,	skills: {"will":6,"wit":2,"wiles":0,"wisdom":9,"wonder":3,"woe":1}
RANK #9090,	Token ID: 8641,	 score: 21,	type:hag,	skills: {"will":0,"wit":5,"wiles":8,"wisdom":3,"wonder":5,"woe":0}
RANK #9091,	Token ID: 8649,	 score: 21,	type:mage,	skills: {"will":3,"wit":3,"wiles":1,"wisdom":3,"wonder":2,"woe":9}
RANK #9092,	Token ID: 8653,	 score: 21,	type:hag,	skills: {"will":1,"wit":2,"wiles":1,"wisdom":8,"wonder":3,"woe":6}
RANK #9093,	Token ID: 8664,	 score: 21,	type:occultist,	skills: {"will":6,"wit":8,"wiles":3,"wisdom":0,"wonder":0,"woe":4}
RANK #9094,	Token ID: 8690,	 score: 21,	type:hag,	skills: {"will":1,"wit":1,"wiles":0,"wisdom":6,"wonder":9,"woe":4}
RANK #9095,	Token ID: 8733,	 score: 21,	type:hag,	skills: {"will":2,"wit":3,"wiles":0,"wisdom":9,"wonder":3,"woe":4}
RANK #9096,	Token ID: 8761,	 score: 21,	type:hag,	skills: {"will":4,"wit":3,"wiles":1,"wisdom":3,"wonder":5,"woe":5}
